"id","trait","note"
"UKB-b-12026","Ever had same-sex intercourse","2159: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12036","Operative procedures - main OPCS: A61.1 Excision of lesion of peripheral nerve","41200#A611: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12040","Non-cancer illness code, self-reported: deep venous thrombosis (dvt)","20002#1094: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12047","Diagnoses - main ICD10: I20.0 Unstable angina","41202#I200: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12058","Diagnoses - secondary ICD10: W01.9 Unspecified place","41204#W019: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12064","Non-cancer illness code, self-reported: depression","20002#1286: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12089","Treatment/medication code: mebeverine","20003#1140879428: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-1209","Number of live births","2734: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12095","Treatment/medication code: lisinopril","20003#1140860696: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12114","Operative procedures - secondary OPCS: Y82.3 Application of local anaesthetic NEC","41210#Y823: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12115","Diagnoses - main ICD10: C50.4 Upper-outer quadrant of breast","41202#C504: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12141","Non-cancer illness code, self-reported: osteoporosis","20002#1309: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12148","Operative procedures - secondary OPCS: R32.4 Repair of minor obstetric laceration","41210#R324: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12165","ECG, load","5984: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12171","Treatment/medication code: ferrous sulphate","20003#1140870390: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12181","Pain type(s) experienced in last month: Headache","6159#1: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12187","Diagnoses - main ICD10: T39.1 4-Aminophenol derivatives","41202#T391: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12191","Diagnoses - secondary ICD10: K29.5 Chronic gastritis, unspecified","41204#K295: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-1220","Diagnoses - secondary ICD10: G55.1 Nerve root and plexus compressions in intervertebral disk disorders","41204#G551: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12202","Diagnoses - secondary ICD10: K25.9 Unspecified as acute or chronic, without haemorrhage or perforation","41204#K259: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12205","Chest pain felt during physical activity","6015: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12209","Treatment/medication code: methotrexate","20003#1140869848: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12227","Illnesses of siblings: Breast cancer","20111#5: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12234","Operation code: cystectomy","20004#1429: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12246","Operative procedures - secondary OPCS: G45.9 Unspecified diagnostic fibreoptic endoscopic examination of upper gastrointestinal tract","41210#G459: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-1226","Lifetime number of same-sex sexual partners","3669: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12265","Operative procedures - secondary OPCS: Q08.9 Unspecified vaginal excision of uterus","41210#Q089: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12267","Diagnoses - main ICD10: I80.2 Phlebitis and thrombophlebitis of other deep vessels of lower extremities","41202#I802: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-1228","Diagnoses - secondary ICD10: I84.6 Residual haemorrhoidal skin tags","41204#I846: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12282","Diagnoses - secondary ICD10: N92.0 Excessive and frequent menstruation with regular cycle","41204#N920: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-123","Diagnoses - main ICD10: N32.0 Bladder-neck obstruction","41202#N320: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12301","Treatment/medication code: salbutamol","20003#1140881856: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12304","Why stopped smoking: Doctor's advice","6157#2: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12313","Operation code: incisional hernia repair","20004#1405: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12316","Diagnoses - main ICD10: K29.8 Duodenitis","41202#K298: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-1233","Operative procedures - main OPCS: M53.8 Other specified vaginal operations to support outlet of female bladder","41200#M538: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12339","Cancer code, self-reported: skin cancer","20001#1003: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-1234","Doctor diagnosed chronic bronchitis","22129: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12362","Operative procedures - secondary OPCS: U20.1 Transthoracic echocardiography","41210#U201: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12364","Diagnoses - main ICD10: M67.4 Ganglion","41202#M674: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12386","Types of transport used (excluding work): None of the above","6162#100: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12397","Diagnoses - main ICD10: H26.9 Cataract, unspecified","41202#H269: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12405","Age at first live birth","2754: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12412","Likelihood of resuming smoking","2936: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12417","Nitrogen oxides air pollution; 2010","24004: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12433","Operative procedures - main OPCS: N30.3 Circumcision","41200#N303: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12439","Operative procedures - secondary OPCS: Q18.8 Other specified diagnostic endoscopic examination of uterus","41210#Q188: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12440","Intra-ocular pressure, Goldmann-correlated (left)","5263: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12465","Operation code: coronary artery bypass grafts (cabg)","20004#1095: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12466","Treatment/medication code: vitamin c product","20003#1195: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12472","Operative procedures - secondary OPCS: C79.5 Internal tamponade of retina using gas","41210#C795: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12474","Operation code: stomach surgery","20004#1448: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12477","Illnesses of mother: Heart disease","20110#1: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12483","Operative procedures - secondary OPCS: Y03.7 Removal of prosthesis from organ NOC","41210#Y037: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12493","Diagnoses - secondary ICD10: I10 Essential (primary) hypertension","41204#I10: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12499","Operative procedures - secondary OPCS: Y53.9 Unspecified approach to organ under image control","41210#Y539: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12506","Vitamin and mineral supplements: Vitamin E","6155#5: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-1251","Type of cancer: ICD10: C20 Malignant neoplasm of rectum","40006#C20: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12510","Diagnoses - main ICD10: R69 Unknown and unspecified causes of morbidity","41202#R69: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12556","Diagnoses - secondary ICD10: K30 Dyspepsia","41204#K30: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-1259","Diagnoses - secondary ICD10: I84.2 Internal haemorrhoids without complication","41204#I842: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12604","Diagnoses - secondary ICD10: N94.6 Dysmenorrhoea, unspecified","41204#N946: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-1261","Diagnoses - main ICD10: Z08.0 Follow-up examination after surgery for malignant neoplasm","41202#Z080: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12620","Diagnoses - main ICD10: M79.86 Other specified soft tissue disorders (Lower leg)","41202#M7986: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12621","Ever had stillbirth, spontaneous miscarriage or termination","2774: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12623","Non-cancer illness code, self-reported: headaches (not migraine)","20002#1436: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12648","Vitamin and mineral supplements: Vitamin D","6155#4: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12651","Diagnoses - secondary ICD10: E78.0 Pure hypercholesterolaemia","41204#E780: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12654","Former alcohol drinker","3731: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12687","Mother's age at death","3526: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12703","Operative procedures - main OPCS: M76.4 Endoscopic dilation of urethra","41200#M764: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12722","Non-cancer illness code, self-reported: uterine fibroids","20002#1351: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12725","Treatment/medication code: salmeterol","20003#1140862144: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12729","Operation code: nephrectomy/kidney removed","20004#1487: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12741","Operative procedures - secondary OPCS: Z27.2 Stomach","41210#Z272: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12747","Operative procedures - secondary OPCS: S06.5 Excision of lesion of skin of head or neck NEC","41210#S065: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12753","Recent medication for hayfever or allergic rhinitis","22166: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12762","Operative procedures - secondary OPCS: S06.9 Unspecified other excision of lesion of skin","41210#S069: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12765","Diagnoses - secondary ICD10: M10.99 Gout, unspecified (Site unspecified)","41204#M1099: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12777","Illnesses of father: Stroke","20107#2: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12789","Diagnoses - main ICD10: R19.4 Change in bowel habit","41202#R194: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-12801","Operation code: ectopic pregnancy surgery","20004#1507: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
